0.71, -0.11, 1.21, bottle
3.21, -0.26, 2.32, chair
-0.49, -0.13, 1.06, person
-1.27, -1.51, 4.65, tv
-0.02, -0.05, 1.79, laptop
0.16, 0.05, 0.33, cup
1.35, -0.32, 1.43, person
0.87, -0.09, 1.16, laptop
0.68, -0.11, 1.17, bottle
3.30, -0.25, 2.40, chair
-1.39, -1.64, 5.02, tv
-0.01, -0.06, 1.92, laptop
1.38, -0.32, 1.43, person
0.17, 0.05, 0.33, cup
-0.65, -0.16, 1.26, person
0.71, -0.11, 1.18, bottle
3.25, -0.24, 2.33, chair
0.89, -0.08, 1.17, laptop
-0.02, -0.06, 1.88, laptop
1.36, -0.32, 1.43, person
0.16, 0.05, 0.33, cup
0.71, -0.11, 1.20, bottle
0.88, -0.08, 1.16, laptop
3.18, -0.23, 2.31, chair
-1.28, -1.56, 4.76, tv
1.69, -0.16, 1.08, person
-0.01, -0.06, 1.82, laptop
1.36, -0.32, 1.41, person
0.16, 0.05, 0.33, cup
0.71, -0.11, 1.19, bottle
0.88, -0.09, 1.15, laptop
3.24, -0.24, 2.33, chair
-1.33, -1.64, 5.01, tv
1.36, -0.31, 1.41, person
0.16, 0.05, 0.33, cup
-0.01, -0.07, 1.94, laptop
3.19, -0.21, 2.30, chair
0.74, -0.11, 1.24, bottle
0.89, -0.08, 1.16, laptop
-1.18, -1.51, 4.58, tv
1.36, -0.31, 1.41, person
-0.00, -0.07, 1.83, laptop
0.17, 0.05, 0.33, cup
3.23, -0.21, 2.31, chair
0.88, -0.08, 1.15, laptop
0.72, -0.11, 1.21, bottle
1.65, -0.14, 1.05, person
-0.01, -0.06, 1.89, laptop
0.16, 0.05, 0.33, cup
1.35, -0.32, 1.41, person
0.75, -0.12, 1.27, bottle
3.27, -0.24, 2.35, chair
0.89, -0.09, 1.17, laptop
1.65, -0.15, 1.05, person
-1.21, -1.51, 4.62, tv
-0.01, -0.06, 1.83, laptop
0.16, 0.05, 0.33, cup
1.35, -0.32, 1.41, person
0.71, -0.11, 1.20, bottle
3.29, -0.24, 2.36, chair
1.63, -0.15, 1.04, person
0.88, -0.09, 1.16, laptop
-1.22, -1.51, 4.63, tv
-0.01, -0.06, 1.90, laptop
0.16, 0.05, 0.33, cup
1.35, -0.31, 1.41, person
3.23, -0.22, 2.32, chair
0.90, -0.09, 1.17, laptop
1.70, -0.15, 1.08, person
-0.01, -0.06, 1.94, laptop
0.16, 0.05, 0.33, cup
1.35, -0.32, 1.41, person
-1.36, -0.33, 2.37, person
0.72, -0.11, 1.20, bottle
3.19, -0.23, 2.30, chair
0.91, -0.09, 1.19, laptop
1.65, -0.15, 1.05, person
-0.01, -0.06, 1.87, laptop
0.16, 0.05, 0.33, cup
1.34, -0.32, 1.41, person
3.21, -0.25, 2.30, chair
0.75, -0.12, 1.26, bottle
1.71, -0.16, 1.08, person
0.90, -0.10, 1.18, laptop
-0.01, -0.06, 1.95, laptop
0.16, 0.05, 0.33, cup
1.34, -0.32, 1.41, person
3.25, -0.24, 2.32, chair
0.89, -0.09, 1.17, laptop
1.65, -0.14, 1.04, person
-1.27, -1.60, 4.89, tv
-0.01, -0.06, 1.95, laptop
0.16, 0.05, 0.33, cup
1.33, -0.32, 1.40, person
3.18, -0.23, 2.28, chair
0.88, -0.09, 1.16, laptop
1.68, -0.15, 1.06, person
0.00, -0.06, 1.85, laptop
0.16, 0.05, 0.33, cup
1.32, -0.32, 1.40, person
0.70, -0.11, 1.17, bottle
3.21, -0.24, 2.29, chair
0.89, -0.09, 1.17, laptop
1.71, -0.16, 1.08, person
-0.01, -0.06, 1.95, laptop
1.33, -0.32, 1.40, person
0.16, 0.05, 0.33, cup
3.27, -0.26, 2.34, chair
0.68, -0.10, 1.14, bottle
-1.29, -1.59, 4.92, tv
0.89, -0.09, 1.16, laptop
-0.01, -0.06, 1.90, laptop
0.16, 0.05, 0.33, cup
1.32, -0.32, 1.40, person
3.17, -0.24, 2.28, chair
0.89, -0.09, 1.17, laptop
1.57, -0.13, 1.00, person
-0.01, -0.06, 1.95, laptop
0.16, 0.05, 0.33, cup
1.33, -0.32, 1.41, person
3.19, -0.24, 2.29, chair
3.19, -0.31, 1.94, person
-0.01, -0.06, 1.93, laptop
0.16, 0.05, 0.33, cup
1.32, -0.32, 1.41, person
3.18, -0.23, 2.28, chair
0.71, -0.11, 1.18, bottle
1.53, -0.13, 0.97, person
-0.00, -0.06, 1.91, laptop
0.17, 0.05, 0.33, cup
1.32, -0.32, 1.41, person
3.18, -0.23, 2.28, chair
0.72, -0.11, 1.20, bottle
1.80, -0.16, 1.13, person
0.01, -0.06, 1.94, laptop
0.17, 0.05, 0.33, cup
1.32, -0.32, 1.41, person
3.31, -0.24, 2.35, chair
0.70, -0.11, 1.17, bottle
0.91, -0.09, 1.18, laptop
0.00, -0.06, 1.90, laptop
0.16, 0.05, 0.33, cup
1.33, -0.33, 1.41, person
3.35, -0.25, 2.38, chair
0.88, -0.09, 1.16, laptop
0.70, -0.11, 1.16, bottle
0.01, -0.06, 1.83, laptop
0.17, 0.05, 0.33, cup
1.32, -0.32, 1.41, person
3.30, -0.25, 2.35, chair
0.70, -0.11, 1.16, bottle
0.89, -0.09, 1.16, laptop
-0.00, -0.06, 1.91, laptop
0.16, 0.05, 0.33, cup
3.31, -0.26, 2.35, chair
1.30, -0.33, 1.40, person
0.71, -0.11, 1.18, bottle
3.71, -0.38, 2.23, person
-0.00, -0.06, 1.88, laptop
0.16, 0.05, 0.33, cup
1.33, -0.33, 1.40, person
3.31, -0.26, 2.35, chair
0.70, -0.11, 1.16, bottle
0.89, -0.09, 1.16, laptop
-1.17, -1.48, 4.56, tv
3.48, -0.35, 2.10, person
-0.00, -0.06, 1.88, laptop
0.16, 0.05, 0.33, cup
1.34, -0.33, 1.40, person
3.37, -0.26, 2.40, chair
0.71, -0.11, 1.19, bottle
0.90, -0.09, 1.17, laptop
3.16, -0.31, 1.92, person
-0.00, -0.06, 1.95, laptop
0.16, 0.05, 0.33, cup
1.33, -0.33, 1.39, person
3.43, -0.26, 2.43, chair
3.57, -0.36, 2.15, person
0.69, -0.11, 1.15, bottle
0.00, -0.06, 1.89, laptop
1.32, -0.32, 1.38, person
0.16, 0.05, 0.33, cup
3.44, -0.26, 2.45, chair
0.69, -0.11, 1.16, bottle
0.01, -0.06, 1.88, laptop
0.17, 0.05, 0.33, cup
1.33, -0.32, 1.38, person
3.35, -0.25, 2.37, chair
0.89, -0.09, 1.16, laptop
0.70, -0.11, 1.16, bottle
0.01, -0.06, 1.86, laptop
1.32, -0.33, 1.38, person
0.16, 0.05, 0.33, cup
3.30, -0.27, 2.33, chair
0.69, -0.11, 1.15, bottle
0.89, -0.09, 1.15, laptop
0.01, -0.05, 1.77, laptop
1.32, -0.33, 1.38, person
0.16, 0.05, 0.33, cup
3.43, -0.30, 2.42, chair
0.70, -0.11, 1.16, bottle
0.90, -0.10, 1.17, laptop
0.01, -0.05, 1.85, laptop
1.32, -0.33, 1.37, person
3.38, -0.29, 2.38, chair
0.16, 0.05, 0.33, cup
0.91, -0.10, 1.18, laptop
0.71, -0.11, 1.18, bottle
0.02, -0.05, 1.82, laptop
1.33, -0.32, 1.38, person
3.23, -0.25, 2.27, chair
0.17, 0.05, 0.33, cup
0.91, -0.09, 1.18, laptop
-1.18, -1.50, 4.68, tv
0.01, -0.06, 1.85, laptop
1.34, -0.33, 1.39, person
0.16, 0.05, 0.33, cup
3.36, -0.27, 2.37, chair
0.76, -0.12, 1.26, bottle
0.91, -0.10, 1.18, laptop
-1.21, -1.50, 4.66, tv
0.02, -0.05, 1.67, laptop
1.34, -0.33, 1.40, person
0.17, 0.05, 0.33, cup
3.28, -0.27, 2.31, chair
0.90, -0.10, 1.17, laptop
0.70, -0.11, 1.15, bottle
3.60, -0.44, 2.16, person
0.02, -0.05, 1.77, laptop
1.34, -0.33, 1.39, person
0.17, 0.05, 0.33, cup
3.44, -0.28, 2.42, chair
0.91, -0.10, 1.18, laptop
0.02, -0.05, 1.83, laptop
1.35, -0.33, 1.40, person
3.38, -0.28, 2.37, chair
0.16, 0.05, 0.33, cup
0.91, -0.10, 1.18, laptop
0.71, -0.11, 1.17, bottle
3.76, -0.42, 2.25, person
